test_id,current_folder,suggested_folder,summary,test_dir_name
OCP-64767,moacli,clusters,support for LB config via rosa cli,OCP-64767_support-for-lb-config-via-rosa-cli
OCP-64855,moacli,clusters,Create cluster when admin username and password specified on command line.,OCP-64855_create-cluster-when-admin-username-and-password-specified-on-command-line
OCP-64917,moacli,network,Verify network via the rosa cli,OCP-64917_verify-network-via-the-rosa-cli
OCP-65160,moacli,idps,Create multiple HTPasswd IDPs including creating admin flow by the rosacli command,OCP-65160_create-multiple-htpasswd-idps-including-creating-admin-flow-by-the-rosacli-comma
OCP-65793,moacli,dns-domain,Create/List/Delete a new domain via ROSA cli,OCP-65793_create-list-delete-a-new-domain-via-rosa-cli
OCP-65798,moacli,ingresses,enabling the ingress controller via ROSA CLI,OCP-65798_enabling-the-ingress-controller-via-rosa-cli
OCP-65799,moacli,ingresses,update the ingress controller attributes via ROSA CLI,OCP-65799_update-the-ingress-controller-attributes-via-rosa-cli
OCP-65900,moacli,clusters,Create classic non-sts cluster with using use-local-credentials flag,OCP-65900_create-classic-non-sts-cluster-with-using-use-local-credentials-flag
OCP-66359,moacli,clusters,Create rosa cluster with volume size will work via rosacli,OCP-66359_create-rosa-cluster-with-volume-size-will-work-via-rosacli
OCP-66362,moacli,clusters,Negative validation for creating ROSA cluster with admin username/password specified on command line,OCP-66362_negative-validation-for-creating-rosa-cluster-with-admin-username-password-speci
OCP-66372,moacli,clusters,Create rosa cluster with volume size will validate well via rosacli,OCP-66372_create-rosa-cluster-with-volume-size-will-validate-well-via-rosacli
OCP-66679,moacli,clusters,Negative validation for creating ROSA cluster with admin username/password specified at creation time (interactive),OCP-66679_negative-validation-for-creating-rosa-cluster-with-admin-username-password-speci
OCP-66741,moacli,clusters,Create cluster in a shared VPC,OCP-66741_create-cluster-in-a-shared-vpc
OCP-66748,moacli,autoscalers,Create cluster autoscaler by rosacli,OCP-66748_create-cluster-autoscaler-by-rosacli
OCP-66750,moacli,machine-pools,Default worker pool can be listed/edit/deleted via rosacli,OCP-66750_default-worker-pool-can-be-listed-edit-deleted-via-rosacli
OCP-66761,moacli,clusters,Validations for autoscaler flags during creating cluster via rosacli,OCP-66761_validations-for-autoscaler-flags-during-creating-cluster-via-rosacli
OCP-66872,moacli,machine-pools,Customer can create machinepool with volume size set via rosacli,OCP-66872_customer-can-create-machinepool-with-volume-size-set-via-rosacli
OCP-66874,moacli,machine-pools,Create machinepool with root volume will validate well via rosacli,OCP-66874_create-machinepool-with-root-volume-will-validate-well-via-rosacli
OCP-66910,moacli,clusters,User can edit cluster via rosa-cli in the interactive mode,OCP-66910_user-can-edit-cluster-via-rosa-cli-in-the-interactive-mode
OCP-67057,moacli,machine-pools,Validation for Create/List/Delete machine pool to the rosa cluster,OCP-67057_validation-for-create-list-delete-machine-pool-to-the-rosa-cluster
OCP-67094,moacli,machine-pools,CIS disabled version won't affect the nodepool creation/upgrade,OCP-67094_cis-disabled-version-won-t-affect-the-nodepool-creation-upgrade
OCP-67168,moacli,upgrades,Upgrade a shared VPC cluster,OCP-67168_upgrade-a-shared-vpc-cluster
OCP-67275,moacli,autoscalers,Create/describe/edit/delete cluster autoscaler by rosacli,OCP-67275_create-describe-edit-delete-cluster-autoscaler-by-rosacli
OCP-67348,moacli,autoscalers,Validations for create/describe/edit/delete autoscaler via rosacli,OCP-67348_validations-for-create-describe-edit-delete-autoscaler-via-rosacli
OCP-67354,moacli,general,Check all `rosa list` commands support the -o flag and some specific flags,OCP-67354_check-all-rosa-list-commands-support-the-o-flag-and-some-specific-flags
OCP-67412,moacli,upgrades,Customer can upgrade machine pool of hosted cluster via ROSA CLI,OCP-67412_customer-can-upgrade-machine-pool-of-hosted-cluster-via-rosa-cli
OCP-67413,moacli,upgrades,Upgrade machinepool of hosted cluster via ROSA CLI in the interactive mode,OCP-67413_upgrade-machinepool-of-hosted-cluster-via-rosa-cli-in-the-interactive-mode
OCP-67414,moacli,upgrades,List/Describe/Delete machine pool upgrade policies for hypershift clusters via rosacli,OCP-67414_list-describe-delete-machine-pool-upgrade-policies-for-hypershift-clusters-via-r
OCP-67419,moacli,machine-pools,Validation will work well when customer upgrade/list/describe/delete machine pool of hosted cluster via ROSA cli,OCP-67419_validation-will-work-well-when-customer-upgrade-list-describe-delete-machine-poo
OCP-67506,moacli,machine-pools,Customer can create/edit machinepool of hypershift cluster via interactive mode,OCP-67506_customer-can-create-edit-machinepool-of-hypershift-cluster-via-interactive-mode
OCP-67762,moacli,clusters,redhat-managed vpc or subnets won't be listed for cluster/machinepool creation,OCP-67762_redhat-managed-vpc-or-subnets-won-t-be-listed-for-cluster-machinepool-creation
OCP-67799,moacli,clusters,Create cluster in a shared VPC in interactive mode,OCP-67799_create-cluster-in-a-shared-vpc-in-interactive-mode
OCP-68172,moacli,clusters,Create rosa cluster with additional security groups will work well via rosacli,OCP-68172_create-rosa-cluster-with-additional-security-groups-will-work-well-via-rosacli
OCP-68173,moacli,machine-pools,Create machinepool to rosa cluster with additional security groups will work well via rosacli,OCP-68173_create-machinepool-to-rosa-cluster-with-additional-security-groups-will-work-wel
OCP-68176,moacli,clusters,Additional security group can work well via interactive mode of rosacli day1/day2,OCP-68176_additional-security-group-can-work-well-via-interactive-mode-of-rosacli-day1-day
OCP-68219,moacli,machine-pools,Validation will work well when create machinepool with additional security group,OCP-68219_validation-will-work-well-when-create-machinepool-with-additional-security-group
OCP-68253,moacli,oidc-config,Create/Delete BYO oidc config in manual mode and with --raw-files flag via rosacli,OCP-68253_create-delete-byo-oidc-config-in-manual-mode-and-with-raw-files-flag-via-rosacli
OCP-68751,moacli,network,The network verifier validation should work well,OCP-68751_the-network-verifier-validation-should-work-well
OCP-68828,moacli,kubeleteconfig,Create podPidLimit to classic via rosacli will work well,OCP-68828_create-podpidlimit-to-classic-via-rosacli-will-work-well
OCP-68835,moacli,kubeleteconfig,Update classic cluster podPidLimit via rosacli will work well,OCP-68835_update-classic-cluster-podpidlimit-via-rosacli-will-work-well
OCP-68836,moacli,kubeleteconfig,Delete classic cluster podPidLimit via rosacli will work well,OCP-68836_delete-classic-cluster-podpidlimit-via-rosacli-will-work-well
OCP-68837,moacli,kubeleteconfig,podPidLimit fullcycle via rosacli will work well in interactive mode,OCP-68837_podpidlimit-fullcycle-via-rosacli-will-work-well-in-interactive-mode
OCP-68971,moacli,clusters,Create rosa cluster with additional security groups will validate well via rosacli,OCP-68971_create-rosa-cluster-with-additional-security-groups-will-validate-well-via-rosac
OCP-70370,moacli,network,Verify network will be failed if it can't reach to cluster subnet via the rosa cli,OCP-70370_verify-network-will-be-failed-if-it-can-t-reach-to-cluster-subnet-via-the-rosa-c
OCP-70650,moacli,login,Rosa FedRAMP prod should use keycloak endpoints,OCP-70650_rosa-fedramp-prod-should-use-keycloak-endpoints
OCP-70651,moacli,login,Rosa CLI allows for non-aliased endpoints,OCP-70651_rosa-cli-allows-for-non-aliased-endpoints
OCP-70652,moacli,login,Rosa FedRAMP --admin flag uses cognito endpoints,OCP-70652_rosa-fedramp-admin-flag-uses-cognito-endpoints
OCP-70859,moacli,operator-roles,Validation for operator roles and oidc provider will work well,OCP-70859_validation-for-operator-roles-and-oidc-provider-will-work-well
OCP-70970,moacli,clusters,rosa-cli should fail if machine CIDR block is not in existing subnet block,OCP-70970_rosa-cli-should-fail-if-machine-cidr-block-is-not-in-existing-subnet-block
OCP-71050,moacli,clusters,Create HCP cluster with network type can work well via rosa cli,OCP-71050_create-hcp-cluster-with-network-type-can-work-well-via-rosa-cli
OCP-71174,moacli,ingresses,Unsupported ingress attribute message for HCP,OCP-71174_unsupported-ingress-attribute-message-for-hcp
OCP-71319,moacli,machine-pools,Node pool cannot be created into a local zone,OCP-71319_node-pool-cannot-be-created-into-a-local-zone
OCP-71329,moacli,clusters,Validate --worker-mp-labels option for ROSA cluster creation,OCP-71329_validate-worker-mp-labels-option-for-rosa-cluster-creation
OCP-71552,moacli,clusters,Unsupported aws machine types are removed from FedRAMP,OCP-71552_unsupported-aws-machine-types-are-removed-from-fedramp
OCP-71912,moacli,general,Test support for '--debug' flag for commands 'rosa version' and 'rosa verify rosa-client',OCP-71912_test-support-for-debug-flag-for-commands-rosa-version-and-rosa-verify-rosa-clien
OCP-71945,moacli,clusters,Create ROSA HCP cluster with external_auth_config config should work well via rosa client,OCP-71945_create-rosa-hcp-cluster-with-external-auth-config-config-should-work-well-via-ro
OCP-71946,moacli,idps,Validation should work when create/list/delete idp and user/admin to external_auth_config cluster via ROSA client,OCP-71946_validation-should-work-when-create-list-delete-idp-and-user-admin-to-external-au
OCP-72162,moacli,token,Generate token via `rosa token` command and check all flags of it,OCP-72162_generate-token-via-rosa-token-command-and-check-all-flags-of-it
OCP-72166,moacli,config,Check and manage config via `rosa config` command,OCP-72166_check-and-manage-config-via-rosa-config-command
OCP-72174,moacli,instance-types,"As a user of ROSA CLI, I want to be able to use `rosa list instance-types` to fi...",OCP-72174_as-a-user-of-rosa-cli-i-want-to-be-able-to-use-rosa-list-instance-types-to-fi
OCP-72195,moacli,machine-pools,Create machinepool to hosted cluster with additional security group IDs will work,OCP-72195_create-machinepool-to-hosted-cluster-with-additional-security-group-ids-will-wor
OCP-72294,moacli,clusters,Test rosa-cli cluster creation command to allow name <= 54 chars and domain_prefix to be <= 15,OCP-72294_test-rosa-cli-cluster-creation-command-to-allow-name-54-chars-and-domain-prefix
OCP-72536,moacli,external-auth-provider,Create/List/Describe/Delete external_auth for a HCP cluster can work well via rosa client,OCP-72536_create-list-describe-delete-external-auth-for-a-hcp-cluster-can-work-well-via-ro
OCP-72538,moacli,clusters,HCP cluster creation subnets validation,OCP-72538_hcp-cluster-creation-subnets-validation
OCP-72539,moacli,login,Disable oauth login flags for govcloud in ROSA CLI,OCP-72539_disable-oauth-login-flags-for-govcloud-in-rosa-cli
OCP-72601,moacli,external-auth-provider,Create/Delete external_auth for a HCP cluster can work well via interactive mode,OCP-72601_create-delete-external-auth-for-a-hcp-cluster-can-work-well-via-interactive-mode
OCP-72602,moacli,external-auth-provider,Create/List/Describe external_auth for a HCP cluster validation can work well via rosa client,OCP-72602_create-list-describe-external-auth-for-a-hcp-cluster-validation-can-work-well-vi
OCP-72657,moacli,clusters,ROSA CLI should return exception if the subnet doesnt exist,OCP-72657_rosa-cli-should-return-exception-if-the-subnet-doesnt-exist
OCP-72715,moacli,machine-pools,Create/Edit node pool with node_drain_grace_period to HCP cluster via ROSA cli can work well,OCP-72715_create-edit-node-pool-with-node-drain-grace-period-to-hcp-cluster-via-rosa-cli-c
OCP-72868,moacli,ingresses,Separate the component route options when updating ingress,OCP-72868_separate-the-component-route-options-when-updating-ingress
OCP-72899,moacli,break-glass-credentials,Create/List/Describe/Delete HCP cluster with break_glass_credentials via ROSA client can work well,OCP-72899_create-list-describe-delete-hcp-cluster-with-break-glass-credentials-via-rosa-cl
OCP-73018,moacli,break-glass-credentials,Validation for HCP cluster break_glass_credentials create/list/describe/delete can work well via ROSA client,OCP-73018_validation-for-hcp-cluster-break-glass-credentials-create-list-describe-delete-c
OCP-73041,moacli,break-glass-credentials,Create/List/Describe/Delete HCP cluster with break_glass_credentials via interactive mode can work well,OCP-73041_create-list-describe-delete-hcp-cluster-with-break-glass-credentials-via-interac
OCP-73128,moacli,general,Update best effort osl message to point to docs once they are available,OCP-73128_update-best-effort-osl-message-to-point-to-docs-once-they-are-available
OCP-73133,moacli,login,rosacli can use OS keyring to store the tokens,OCP-73133_rosacli-can-use-os-keyring-to-store-the-tokens
OCP-73141,moacli,clusters,set billing account for the classic rosa cluster,OCP-73141_set-billing-account-for-the-classic-rosa-cluster
OCP-73161,moacli,clusters,Verify ROSA enable/disable delete protection,OCP-73161_verify-rosa-enable-disable-delete-protection
OCP-73308,moacli,clusters,OCM-5583 Test new instace types for cluster provision,OCP-73308_ocm-5583-test-new-instace-types-for-cluster-provision
OCP-73391,moacli,machine-pools,Validations will work for editing machine pool via rosa cli,OCP-73391_validations-will-work-for-editing-machine-pool-via-rosa-cli
OCP-73449,moacli,policy,Attach/Detach policy on existing roles via rosacli in auto mode and decribe cluster with '--get-role-policy-bindings' to check them,OCP-73449_attach-detach-policy-on-existing-roles-via-rosacli-in-auto-mode-and-decribe-clus
OCP-73469,moacli,machine-pools,Create machinepool with tags for classic cluster will work well,OCP-73469_create-machinepool-with-tags-for-classic-cluster-will-work-well
OCP-73492,moacli,machine-pools,Create/describe machinepool with user tags for HCP,OCP-73492_create-describe-machinepool-with-user-tags-for-hcp
OCP-73538,moacli,ingresses,ROSA CLI describe ingress,OCP-73538_rosa-cli-describe-ingress
OCP-73638,moacli,machine-pools,Create machinepool AWS preflight tag validation,OCP-73638_create-machinepool-aws-preflight-tag-validation
OCP-73662,moacli,machine-pools,Create/describe nodepools with tags in HCP cluster with interactive mode,OCP-73662_create-describe-nodepools-with-tags-in-hcp-cluster-with-interactive-mode
OCP-73672,moacli,clusters,Validation for create hosted-cp cluster with AuditLog Forwarding enabled/disabled via rosacli,OCP-73672_validation-for-create-hosted-cp-cluster-with-auditlog-forwarding-enabled-disable
OCP-73725,moacli,clusters,Create HCP cluster with network type validation can work well via rosa cli,OCP-73725_create-hcp-cluster-with-network-type-validation-can-work-well-via-rosa-cli
OCP-73731,moacli,upgrades,Upgrading roles and operator-roles and cluster with attaching arbitrary policies works well via rosacli in auto mode,OCP-73731_upgrading-roles-and-operator-roles-and-cluster-with-attaching-arbitrary-policies
OCP-73743,moacli,version,Can get the CLI version while logged out,OCP-73743_can-get-the-cli-version-while-logged-out
OCP-73753,moacli,kubeleteconfig,Create/edit/delete kubeletconfig to HCP cluster will work via rosacli,OCP-73753_create-edit-delete-kubeletconfig-to-hcp-cluster-will-work-via-rosacli
OCP-73754,moacli,kubeleteconfig,Creat/edit/delete kubeletconfig to HCP cluster will validate well via rosacli,OCP-73754_creat-edit-delete-kubeletconfig-to-hcp-cluster-will-validate-well-via-rosacli
OCP-73755,moacli,clusters,Validation should work when create cluster with external_auth_config via ROSA client,OCP-73755_validation-should-work-when-create-cluster-with-external-auth-config-via-rosa-cl
OCP-73765,moacli,machine-pools,Customer can set kubeletconfig for nodepool via rosacli,OCP-73765_customer-can-set-kubeletconfig-for-nodepool-via-rosacli
OCP-73766,moacli,machine-pools,Validation should work when customer set kubeletconfig for nodepool via rosacli,OCP-73766_validation-should-work-when-customer-set-kubeletconfig-for-nodepool-via-rosacli
OCP-73773,moacli,machine-pools,Create machinepool with kubeleteconfigs full cycle work well via rosacli,OCP-73773_create-machinepool-with-kubeleteconfigs-full-cycle-work-well-via-rosacli
OCP-73814,moacli,upgrades,Validation for create/delete upgrade policies for hypershift clusters via rosacli should work well,OCP-73814_validation-for-create-delete-upgrade-policies-for-hypershift-clusters-via-rosacl
OCP-74224,moacli,policy,Attach/Detach policy on existing roles via rosacli in manual mode and in the interactive mode,OCP-74224_attach-detach-policy-on-existing-roles-via-rosacli-in-manual-mode-and-in-the-int
OCP-74225,moacli,policy,Check validaion for attaching/detaching policy on existing roles via rosacli,OCP-74225_check-validaion-for-attaching-detaching-policy-on-existing-roles-via-rosacli
OCP-74228,moacli,upgrades,Upgrading/Deleting account-roles/operator-roles/roles with attaching arbitrary policies works well via rosacli in manual mode,OCP-74228_upgrading-deleting-account-roles-operator-roles-roles-with-attaching-arbitrary-p
OCP-74296,moacli,upgrades,"Upgrade roles/cluster in the condition that CS returns \""STS arbitrary policies feature is currently not available..\"" error when query",OCP-74296_upgrade-roles-cluster-in-the-condition-that-cs-returns-sts-arbitrary-policies-fe
OCP-74387,moacli,machine-pools,Create/Edit/Describe MaxUnavailable/MaxSurge for HCP NodePools,OCP-74387_create-edit-describe-maxunavailable-maxsurge-for-hcp-nodepools
OCP-74399,moacli,clusters,Create cluster with version not in the channel-group,OCP-74399_create-cluster-with-version-not-in-the-channel-group
OCP-74402,moacli,upgrades,Upgrade and delete account-roles with attaching arbitrary policies works well via rosacli in auto mode,OCP-74402_upgrade-and-delete-account-roles-with-attaching-arbitrary-policies-works-well-vi
OCP-74403,moacli,operator-roles,Delete operator-roles with attaching arbitrary policies works well via rosacli in auto mode,OCP-74403_delete-operator-roles-with-attaching-arbitrary-policies-works-well-via-rosacli-i
OCP-74404,moacli,machine-pools,Create/Edit/Describe MaxUnavailable/MaxSurge for HCP Nodepools work well in interactive mode,OCP-74404_create-edit-describe-maxunavailable-maxsurge-for-hcp-nodepools-work-well-in-inte
OCP-74408,moacli,clusters,Expose additional allowed principals for HCP,OCP-74408_expose-additional-allowed-principals-for-hcp
OCP-74430,moacli,machine-pools,Validation for create/edit nodepool with max-surge and max-unavailable for HCP cluster,OCP-74430_validation-for-create-edit-nodepool-with-max-surge-and-max-unavailable-for-hcp-c
OCP-74432,moacli,machine-pools,Validation for create/edit nodepool with max-surge and max-unavailable for HCP cluster in interactive mode,OCP-74432_validation-for-create-edit-nodepool-with-max-surge-and-max-unavailable-for-hcp-c
OCP-74433,moacli,clusters,Expose additional allowed principals for HCP negative,OCP-74433_expose-additional-allowed-principals-for-hcp-negative
OCP-74436,moacli,clusters,Create rosa cluster with 'fips' flag enabled but '--etcd-encryption=false',OCP-74436_create-rosa-cluster-with-fips-flag-enabled-but-etcd-encryption-false
OCP-74467,moacli,autoscalers,Validations for create/describe/edit/delete autoscaler via rosacli in interactive mode,OCP-74467_validations-for-create-describe-edit-delete-autoscaler-via-rosacli-in-interactiv
OCP-74468,moacli,autoscalers,Validations for create/describe/edit/delete autoscaler via rosacli,OCP-74468_validations-for-create-describe-edit-delete-autoscaler-via-rosacli
OCP-74550,moacli,machine-pools,Create and update of MaxUnavailable/MaxSurge for HCP NodePools e2e,OCP-74550_create-and-update-of-maxunavailable-maxsurge-for-hcp-nodepools-e2e
OCP-74556,moacli,clusters,Edit hcp cluster with additional allowed principals should succeed,OCP-74556_edit-hcp-cluster-with-additional-allowed-principals-should-succeed
OCP-74620,moacli,clusters,Validate for duplicated IAM role ARNs during cluster creation,OCP-74620_validate-for-duplicated-iam-role-arns-during-cluster-creation
OCP-74656,moacli,clusters,Verify ROSA enable/disable delete protection negative,OCP-74656_verify-rosa-enable-disable-delete-protection-negative
OCP-74661,moacli,operator-roles,Force to create operator roles which were created with cluster to ensure the policies action updated,OCP-74661_force-to-create-operator-roles-which-were-created-with-cluster-to-ensure-the-pol
OCP-74761,moacli,operator-roles,Delete in-used BYO operator-roles/oidc via rosacli by command,OCP-74761_delete-in-used-byo-operator-roles-oidc-via-rosacli-by-command
OCP-75052,moacli,ingresses,ROSA CLI describe ingress negative,OCP-75052_rosa-cli-describe-ingress-negative
OCP-75108,moacli,clusters,Create/Delete HCP cluster with ARM machines,OCP-75108_create-delete-hcp-cluster-with-arm-machines
OCP-75114,moacli,clusters,Rosa hcp cluster creation support IMDSv2,OCP-75114_rosa-hcp-cluster-creation-support-imdsv2
OCP-75150,moacli,clusters,Create HCP cluster with compute machine type,OCP-75150_create-hcp-cluster-with-compute-machine-type
OCP-75209,moacli,clusters,Rosa hcp cluster creation support IMDSv2 in interactive mode,OCP-75209_rosa-hcp-cluster-creation-support-imdsv2-in-interactive-mode
OCP-75210,moacli,clusters,Delete BYO oidc cluster via rosacli,OCP-75210_delete-byo-oidc-cluster-via-rosacli
OCP-75211,moacli,machine-pools,Create/describe rosa hcp machinepool support IMDSv2 in interactive mode,OCP-75211_create-describe-rosa-hcp-machinepool-support-imdsv2-in-interactive-mode
OCP-75227,moacli,machine-pools,Create/describe rosa hcp machinepool support IMDSv2,OCP-75227_create-describe-rosa-hcp-machinepool-support-imdsv2
OCP-75244,moacli,clusters,User can create/edit cluster via rosa-cli interactive mode,OCP-75244_user-can-create-edit-cluster-via-rosa-cli-interactive-mode
OCP-75246,moacli,account-roles,Create account-roles with invalid version/channel group,OCP-75246_create-account-roles-with-invalid-version-channel-group
OCP-75256,moacli,clusters,User can delete sts cluster via rosa cli,OCP-75256_user-can-delete-sts-cluster-via-rosa-cli
OCP-75445,moacli,upgrades,Upgrade wide AMI roles with the managed policies in manual mode,OCP-75445_upgrade-wide-ami-roles-with-the-managed-policies-in-manual-mode
OCP-75504,moacli,operator-roles,Create/Delete clusters/operator roles with managed operator roles policies in manual mode,OCP-75504_create-delete-clusters-operator-roles-with-managed-operator-roles-policies-in-ma
OCP-75525,moacli,clusters,Create/Delete hosted cluster with path policy,OCP-75525_create-delete-hosted-cluster-with-path-policy
OCP-75526,moacli,clusters,Create/Delete private hosted cluster,OCP-75526_create-delete-private-hosted-cluster
OCP-75527,moacli,clusters,Create/Delete autoscaling hosted cluster,OCP-75527_create-delete-autoscaling-hosted-cluster
OCP-75533,moacli,clusters,Create/Delete hosted cluster with billing account,OCP-75533_create-delete-hosted-cluster-with-billing-account
OCP-75534,moacli,logs,ROSA CLI cluster creation should show install/uninstall logs,OCP-75534_rosa-cli-cluster-creation-should-show-install-uninstall-logs
OCP-75535,moacli,clusters,Create/Delete basic multi AZ hosted cluster,OCP-75535_create-delete-basic-multi-az-hosted-cluster
OCP-75536,moacli,clusters,Create/Delete hosted cluster in manual mode,OCP-75536_create-delete-hosted-cluster-in-manual-mode
OCP-75603,moacli,clusters,Creating cluster with sts external id should succeed,OCP-75603_creating-cluster-with-sts-external-id-should-succeed
OCP-75616,moacli,clusters,Rosa cluster with proxy will succeed via the rosacli interactive mode,OCP-75616_rosa-cluster-with-proxy-will-succeed-via-the-rosacli-interactive-mode
OCP-75618,moacli,clusters,BYO-VPC rosa cluster can edit proxy via the rosacli interactive mode,OCP-75618_byo-vpc-rosa-cluster-can-edit-proxy-via-the-rosacli-interactive-mode
OCP-75904,moacli,clusters,Check the message of the trust policy attaching to roles in the rosacli command,OCP-75904_check-the-message-of-the-trust-policy-attaching-to-roles-in-the-rosacli-command
OCP-75916,moacli,clusters,ROSA CLI should return exception if subnet doesnt exist - HCP,OCP-75916_rosa-cli-should-return-exception-if-subnet-doesnt-exist-hcp
OCP-75921,moacli,clusters,Changing billing account for rosa hcp cluster in rosa cli,OCP-75921_changing-billing-account-for-rosa-hcp-cluster-in-rosa-cli
OCP-75922,moacli,clusters,Changing invalid billing account for rosa hcp cluster in rosa cli,OCP-75922_changing-invalid-billing-account-for-rosa-hcp-cluster-in-rosa-cli
OCP-75925,moacli,clusters,Check the output of the STS cluster creation with new oidc flow,OCP-75925_check-the-output-of-the-sts-cluster-creation-with-new-oidc-flow
OCP-75927,moacli,clusters,Check the output of the STS cluster creation with classic oidc flow,OCP-75927_check-the-output-of-the-sts-cluster-creation-with-classic-oidc-flow
OCP-76056,moacli,tuning-configs,Tuning config is not supported on Classic cluster,OCP-76056_tuning-config-is-not-supported-on-classic-cluster
OCP-76093,moacli,clusters,Create STS cluster with oidc config id but no oidc provider via rosacli in auto mode,OCP-76093_create-sts-cluster-with-oidc-config-id-but-no-oidc-provider-via-rosacli-in-auto
OCP-76200,moacli,machine-pools,Validation will work well when customer upgrade/list/describe/delete machine pool of classic cluster via ROSA cli,OCP-76200_validation-will-work-well-when-customer-upgrade-list-describe-delete-machine-poo
OCP-76394,moacli,clusters,Create hcp with registry config will work well via rosacli,OCP-76394_create-hcp-with-registry-config-will-work-well-via-rosacli
OCP-76395,moacli,clusters,Patch hcp with registry config will work well via rosacli,OCP-76395_patch-hcp-with-registry-config-will-work-well-via-rosacli
OCP-76396,moacli,clusters,Create hcp with registry config will validate well via rosacli,OCP-76396_create-hcp-with-registry-config-will-validate-well-via-rosacli
OCP-76397,moacli,clusters,Create/edit HCP with registry should work well via rosacli interactive mode,OCP-76397_create-edit-hcp-with-registry-should-work-well-via-rosacli-interactive-mode
OCP-76481,moacli,clusters,"Validate that sts clusters can't be installed with the \""--use-local-credentials\"" flag",OCP-76481_validate-that-sts-clusters-can-t-be-installed-with-the-use-local-credentials-fla
OCP-76543,moacli,clusters,Zero-egress cluster,OCP-76543_zero-egress-cluster
OCP-76558,moacli,clusters,Zero-egress cluster negative,OCP-76558_zero-egress-cluster-negative
OCP-76570,moacli,access-requests,Can approve and deny access requests from the CLI,OCP-76570_can-approve-and-deny-access-requests-from-the-cli
OCP-76599,moacli,clusters,Zero-egress cluster e2e,OCP-76599_zero-egress-cluster-e2e
OCP-76773,moacli,access-requests,Can describe access requests from the CLI,OCP-76773_can-describe-access-requests-from-the-cli
OCP-77016,moacli,access-requests,Can list access requests from the CLI,OCP-77016_can-list-access-requests-from-the-cli
OCP-77095,moacli,upgrades,List upgrades of cluster created by OCM UI via ROSA cli will succeed,OCP-77095_list-upgrades-of-cluster-created-by-ocm-ui-via-rosa-cli-will-succeed
OCP-77140,moacli,network,Create network resources with local template should be successful via rosa cli,OCP-77140_create-network-resources-with-local-template-should-be-successful-via-rosa-cli
OCP-77149,moacli,clusters,Patch hcp with registry config will validate well via rosacli,OCP-77149_patch-hcp-with-registry-config-will-validate-well-via-rosacli
OCP-77159,moacli,network,Create network resources through rosa cli should validate successfuly,OCP-77159_create-network-resources-through-rosa-cli-should-validate-successfuly
OCP-77829,moacli,account-roles,Create/Delete account roles for hosted-cp shared vpc cluster in auto mode,OCP-77829_create-delete-account-roles-for-hosted-cp-shared-vpc-cluster-in-auto-mode
OCP-77866,moacli,operator-roles,Create/Delete operator roles for hosted-cp shared vpc cluster in auto mode,OCP-77866_create-delete-operator-roles-for-hosted-cp-shared-vpc-cluster-in-auto-mode
OCP-77910,moacli,operator-roles,Create/Delete operator roles for hosted-cp shared vpc cluster in manual mode,OCP-77910_create-delete-operator-roles-for-hosted-cp-shared-vpc-cluster-in-manual-mode
OCP-77961,moacli,account-roles,Create/Delete account-roles roles for hosted-cp shared vpc cluster in the interactive mode,OCP-77961_create-delete-account-roles-roles-for-hosted-cp-shared-vpc-cluster-in-the-intera
OCP-77962,moacli,account-roles,Create/Delete account roles for hosted-cp shared vpc cluster in manual mode,OCP-77962_create-delete-account-roles-for-hosted-cp-shared-vpc-cluster-in-manual-mode
OCP-77976,moacli,operator-roles,Create/Delete operator roles for hosted-cp shared vpc cluster in the interactive mode,OCP-77976_create-delete-operator-roles-for-hosted-cp-shared-vpc-cluster-in-the-interactive
OCP-78240,moacli,clusters,Create/Describe/Edit/Delete hosted-cp shared vpc cluster by command,OCP-78240_create-describe-edit-delete-hosted-cp-shared-vpc-cluster-by-command
OCP-78241,moacli,clusters,Create hosted-cp shared vpc cluster in the interactive mode via rosacli,OCP-78241_create-hosted-cp-shared-vpc-cluster-in-the-interactive-mode-via-rosacli
OCP-78260,moacli,operator-roles,Delete account/operator roles with --delete-hcp-shared-vpc-policies option,OCP-78260_delete-account-operator-roles-with-delete-hcp-shared-vpc-policies-option
OCP-78263,moacli,shared-vpc,Create hosted-cp shared vpc cluster in the cluster key flow,OCP-78263_create-hosted-cp-shared-vpc-cluster-in-the-cluster-key-flow
OCP-78277,moacli,clusters,Check that maximum number of nodes is calculated in non-interactive mode,OCP-78277_check-that-maximum-number-of-nodes-is-calculated-in-non-interactive-mode
OCP-79088,moacli,clusters,Check that maximum number of nodes is calculated in interactive mode,OCP-79088_check-that-maximum-number-of-nodes-is-calculated-in-interactive-mode
OCP-79226,moacli,clusters,ROSACLI trigger SDN to OVN migration,OCP-79226_rosacli-trigger-sdn-to-ovn-migration
OCP-79227,moacli,clusters,rosa describe cluster shows SDN to OVN migration status,OCP-79227_rosa-describe-cluster-shows-sdn-to-ovn-migration-status
OCP-79846,moacli,autoscalers,Edit/describe hosted-cp cluster autoscaler by rosacli command and validations for autoscaler operations,OCP-79846_edit-describe-hosted-cp-cluster-autoscaler-by-rosacli-command-and-validations-fo
OCP-79848,moacli,machine-pools,Info message and validation error about the MaxNodeLimit and MaxNodeLimitation when create/edit nodepool on hosted-cp cluster,OCP-79848_info-message-and-validation-error-about-the-maxnodelimit-and-maxnodelimitation-w
